geoid,county,lat,lon,source_boundary,source_boundary_url,population,age65,poverty,uninsured,acs_release,source_acs,source_acs_url,source_acs_retrieval_url,hospitals,nearest,rate,density_class,source_density_class,source_hospital_count,source_hospital_count_url,source_nearest,source_nearest_url,source_rate,source_rate_url,retrieved_at
42001,Adams,39.871447,-77.217883,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,107914,23.44,6.56,6.68,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42001,1,3.4,0.93,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42003,Allegheny,40.468789,-79.981217,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,1231814,21.11,11.83,3.59,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42003,14,1.5,1.14,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42005,Armstrong,40.812097,-79.464584,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,63679,25.65,12.4,4.17,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42005,1,5.1,1.57,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42007,Beaver,40.682262,-80.349295,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,165540,23.4,11.02,4.44,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42007,1,2.3,0.6,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42009,Bedford,40.00647,-78.490278,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,47513,23.97,11.55,7.75,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42009,0,23.5,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42011,Berks,40.416296,-75.925998,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,439117,18.77,13.35,8.46,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42011,3,3.9,0.68,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42013,Blair,40.481117,-78.348296,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,120269,22.2,11.76,7.26,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42013,2,3.8,1.66,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42015,Bradford,41.788658,-76.515422,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,59858,22.41,12.65,6.73,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42015,0,49.7,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42017,Bucks,40.336933,-75.10688,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,650131,22.05,5.98,4.35,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42017,4,3.0,0.62,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42019,Butler,40.912014,-79.913306,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,199341,21.9,7.52,3.71,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42019,0,19.6,0.0,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42021,Cambria,40.495171,-78.71339,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,130108,24.85,14.67,2.4,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42021,1,16.7,0.77,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42023,Cameron,41.436802,-78.203971,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,4427,29.46,13.51,2.12,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42023,0,37.1,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42025,Carbon,40.918208,-75.708854,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,65382,22.63,12.31,5.8,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42025,0,13.4,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42027,Centre,40.918963,-77.819967,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,159805,16.83,14.76,4.62,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42027,0,31.0,0.0,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42029,Chester,39.97318,-75.748479,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,560745,18.71,6.34,4.83,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42029,3,7.8,0.54,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42031,Clarion,41.19239,-79.420963,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,37179,20.6,13.11,6.07,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42031,0,18.6,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42033,Clearfield,41.000008,-78.474252,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,78132,22.66,15.3,4.8,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42033,1,17.5,1.28,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42035,Clinton,41.233984,-77.638553,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,37798,20.01,14.81,10.48,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42035,0,43.0,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42037,Columbia,41.048557,-76.405137,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,66012,21.12,13.08,2.87,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42037,1,3.7,1.51,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42039,Crawford,41.684707,-80.106221,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,82089,24.12,18.11,10.56,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42039,1,3.6,1.22,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42041,Cumberland,40.163652,-77.265484,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,275516,19.64,7.65,6.37,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42041,3,2.6,1.09,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42043,Dauphin,40.415444,-76.779458,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,293029,18.45,13.66,7.38,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42043,1,12.1,0.34,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42045,Delaware,39.916809,-75.398902,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,584882,18.27,10.8,3.77,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42045,3,1.7,0.51,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42047,Elk,41.425095,-78.649021,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,30506,24.15,8.69,2.32,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42047,0,22.5,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42049,Erie,42.117496,-80.098153,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,267750,20.92,14.93,5.1,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42049,3,1.1,1.12,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42051,Fayette,39.920117,-79.647426,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,123941,23.51,13.98,5.19,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42051,1,7.8,0.81,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42053,Forest,41.513071,-79.236016,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,6715,24.96,11.93,6.42,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42053,0,23.2,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
