geoid,county,lat,lon,source_boundary,source_boundary_url,population,age65,poverty,uninsured,acs_release,source_acs,source_acs_url,source_acs_retrieval_url,hospitals,nearest,rate,density_class,source_density_class,source_hospital_count,source_hospital_count_url,source_nearest,source_nearest_url,source_rate,source_rate_url,retrieved_at
42055,Franklin,39.927418,-77.721251,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,159285,20.88,9.35,8.87,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42055,2,3.9,1.26,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42057,Fulton,39.925344,-78.112684,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,14531,22.81,11.18,5.06,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42057,0,24.7,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42059,Greene,39.8538,-80.222874,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,34835,20.65,13.52,4.53,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42059,1,4.2,2.87,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42061,Huntingdon,40.416914,-77.981226,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,43653,22.13,10.64,4.69,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42061,1,5.6,2.29,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42063,Indiana,40.651956,-79.087568,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,82953,22.11,15.79,6.3,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42063,1,4.8,1.21,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42065,Jefferson,41.128146,-78.999407,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,43864,22.24,14.15,8.54,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42065,1,11.6,2.28,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42067,Juniata,40.531065,-77.402162,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,23379,21.2,9.7,13.77,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42067,0,25.7,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42069,Lackawanna,41.436691,-75.609211,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,216859,21.17,15.8,6.59,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42069,3,1.7,1.38,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42071,Lancaster,40.04243,-76.247697,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,563293,20.5,7.31,10.8,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42071,4,3.1,0.71,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42073,Lawrence,40.991214,-80.334707,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,84233,24.43,14.96,3.75,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42073,1,1.7,1.19,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42075,Lebanon,40.367231,-76.457713,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,145319,21.4,9.63,9.67,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42075,1,3.0,0.69,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42077,Lehigh,40.612705,-75.592372,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,385655,18.4,11.34,7.65,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42077,2,5.0,0.52,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42079,Luzerne,41.177012,-75.989176,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,331379,20.57,13.41,7.32,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42079,3,8.4,0.91,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42081,Lycoming,41.343366,-77.064485,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,113236,21.63,16.34,4.51,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42081,0,26.8,0.0,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42083,McKean,41.807686,-78.569051,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,39904,21.03,13.7,4.66,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42083,0,30.4,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42085,Mercer,41.302195,-80.257706,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,108140,24.17,12.95,6.98,ACS 2024 1-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 1-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs1,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42085,3,8.6,2.77,County market,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
42087,Mifflin,40.610415,-77.61703,"U.S. Census Bureau, TIGERweb State/County boundaries",https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query,46041,22.0,16.23,12.81,ACS 2024 5-year,"U.S. Census Bureau, American Community Survey 2024 ACS 2024 5-year (via Census Reporter mirror)",https://api.census.gov/data/2024/acs/acs5,https://api.censusreporter.org/1.0/data/show/latest?table_ids=B01001%2CB17001%2CB27010&geo_ids=05000US42087,0,22.3,0.0,Rural,Derived from ACS population threshold; not an official rurality designation,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,Derived: county boundary centroid + geocoded CMS hospital addresses,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1/query | https://geocoding.geo.census.gov/geocoder/locations/address,"Derived: CMS hospital count / ACS population * 100,000",https://data.cms.gov/provider-data/dataset/xubh-q36u | https://api.census.gov/data/2024/acs/acs5,2026-08-22
