facility_id,facility_name,county,hospital_type,emergency_services,hospital_ownership,address,city,zip,lat,lon,source_cms,source_cms_url,source_geocoder,source_geocoder_url,retrieved_at
390179,CHESTER COUNTY HOSPITAL,Chester,Acute Care Hospitals,Yes,Voluntary non-profit - Private,701 EAST MARSHALL STREET,WEST CHESTER,19380,39.970485,-75.60136,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390180,CROZER CHESTER MEDICAL CENTER,Delaware,Acute Care Hospitals,Yes,Voluntary non-profit - Other,ONE MEDICAL CENTER BOULEVARD,UPLAND,19013,39.85718,-75.366534,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390184,PENN HIGHLANDS CONNELLSVILLE,Fayette,Acute Care Hospitals,Yes,Voluntary non-profit - Private,401 EAST MURPHY AVENUE,CONNELLSVILLE,15425,40.023126,-79.587292,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,Luzerne,Acute Care Hospitals,Yes,Voluntary non-profit - Other,700 EAST BROAD STREET,HAZLETON,18201,40.95011,-75.963001,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390195,MAIN LINE HOSPITAL LANKENAU,Montgomery,Acute Care Hospitals,Yes,Voluntary non-profit - Private,100 LANCASTER AVE,WYNNEWOOD,19096,39.990264,-75.258042,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390198,LECOM MEDICAL CENTER AND BEHAVIORAL HEALTH PAV,Erie,Acute Care Hospitals,Yes,Voluntary non-profit - Private,5515 PEACH STREET,ERIE,16509,42.073509,-80.093533,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390199,PUNXSUTAWNEY AREA HOSPITAL,Jefferson,Acute Care Hospitals,Yes,Voluntary non-profit - Private,81 HILLCREST DRIVE,PUNXSUTAWNEY,15767,40.960236,-78.999979,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390201,LEHIGH VALLEY HOSPITAL - POCONO,Monroe,Acute Care Hospitals,Yes,Voluntary non-profit - Private,206 EAST BROWN STREET,EAST STROUDSBURG,18301,40.992265,-75.174743,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390203,DOYLESTOWN HOSPITAL,Bucks,Acute Care Hospitals,Yes,Voluntary non-profit - Private,595 WEST STATE ST,DOYLESTOWN,18901,40.304618,-75.143822,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390204,NAZARETH HOSPITAL,Philadelphia,Acute Care Hospitals,Yes,Voluntary non-profit - Private,2601 HOLME AVE,PHILADELPHIA,19152,40.058339,-75.042753,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390211,SHARON REGIONAL MEDICAL CENTER,Mercer,Acute Care Hospitals,Yes,Proprietary,740 EAST STATE STREET,SHARON,16146,41.232952,-80.496028,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390217,EXCELA HEALTH - FRICK HOSPITAL,Westmoreland,Acute Care Hospitals,Yes,Voluntary non-profit - Other,508 SOUTH CHURCH STREET,MOUNT PLEASANT,15666,40.145819,-79.548028,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390222,RIDDLE MEMORIAL HOSPITAL,Delaware,Acute Care Hospitals,Yes,Voluntary non-profit - Private,1068 WEST BALTIMORE PIKE,MEDIA,19063,39.914232,-75.430192,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390223,PENN PRESBYTERIAN MEDICAL CENTER,Philadelphia,Acute Care Hospitals,Yes,Voluntary non-profit - Other,51 NORTH 39TH STREET,PHILADELPHIA,19104,39.957217,-75.19947,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,Lancaster,Acute Care Hospitals,Yes,Voluntary non-profit - Other,169 MARTIN AVENUE,EPHRATA,17522,40.186494,-76.18404,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390226,PENNSYLVANIA HOSPITAL,Philadelphia,Acute Care Hospitals,Yes,Voluntary non-profit - Private,800 SPRUCE STREET,PHILADELPHIA,19107,39.94568,-75.154846,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390228,ST CLAIR HOSPITAL,Allegheny,Acute Care Hospitals,Yes,Voluntary non-profit - Private,1000 BOWER HILL ROAD,PITTSBURGH,15243,40.378035,-80.065128,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390231,JEFFERSON ABINGTON HOSPITAL,Montgomery,Acute Care Hospitals,Yes,Voluntary non-profit - Private,1200 OLD YORK ROAD,ABINGTON,19001,40.117451,-75.120313,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390233,UPMC HANOVER,York,Acute Care Hospitals,Yes,Voluntary non-profit - Private,300 HIGHLAND AVE,HANOVER,17331,39.808057,-76.983659,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390237,REGIONAL HOSPITAL OF SCRANTON,Lackawanna,Acute Care Hospitals,Yes,Proprietary,746 JEFFERSON AVENUE,SCRANTON,18501,41.412824,-75.653991,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390265,JEFFERSON HOSPITAL,Allegheny,Acute Care Hospitals,Yes,Voluntary non-profit - Private,565 COAL VALLEY ROAD,JEFFERSON HILLS,15025,40.319656,-79.933747,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390267,FORBES HOSPITAL,Allegheny,Acute Care Hospitals,Yes,Voluntary non-profit - Private,2570 HAYMAKER ROAD,MONROEVILLE,15146,40.426619,-79.750816,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,Luzerne,Acute Care Hospitals,Yes,Voluntary non-profit - Private,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,18711,41.256885,-75.811713,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390272,VALLEY FORGE MEDICAL CENTER,Montgomery,Acute Care Hospitals,No,Proprietary,1033 WEST GERMANTOWN PIKE,NORRISTOWN,19403,40.156546,-75.368814,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390304,ROXBOROUGH MEMORIAL HOSPITAL,Philadelphia,Acute Care Hospitals,Yes,Proprietary,5800 RIDGE AVE,PHILADELPHIA,19128,40.028518,-75.210353,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390307,EDGEWOOD SURGICAL HOSPITAL,Mercer,Acute Care Hospitals,No,Physician,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,16154,41.330103,-80.419674,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390316,SURGICAL INSTITUTE OF READING,Berks,Acute Care Hospitals,No,Physician,2752 CENTURY BOULEVARD,WYOMISSING,19610,40.35817,-75.987049,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,Bucks,Acute Care Hospitals,No,Proprietary,3300 TILLMAN DRIVE,BENSALEM,19020,40.116807,-74.96128,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390323,ADVANCED SURGICAL HOSPITAL,Washington,Acute Care Hospitals,No,Physician,100 TRICH DRIVE,WASHINGTON,15301,40.157003,-80.280773,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390324,PHYSICIANS CARE SURGICAL HOSPITAL,Montgomery,Acute Care Hospitals,No,Physician,454 ENTERPRISE DRIVE,ROYERSFORD,19468,40.216775,-75.554121,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390325,OSS ORTHOPAEDIC HOSPITAL,York,Acute Care Hospitals,No,Proprietary,1861 POWDER MILL RD,YORK,17402,39.916667,-76.696721,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,York,Acute Care Hospitals,No,Voluntary non-profit - Private,55 MONUMENT ROAD,YORK,17403,39.922946,-76.717843,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390328,UPMC EAST,Allegheny,Acute Care Hospitals,Yes,Voluntary non-profit - Private,2775 MOSSIDE BOULEVARD,MONROEVILLE,15146,40.437553,-79.759507,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390329,JEFFERSON EINSTEIN MONTGOMERY HOSPITAL,Montgomery,Acute Care Hospitals,Yes,Voluntary non-profit - Private,559 WEST GERMANTOWN PIKE,EAST NORRITON,19403,40.150576,-75.341824,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,Monroe,Acute Care Hospitals,Yes,Voluntary non-profit - Private,100 ST LUKE'S LANE,STROUDSBURG,18360,40.997316,-75.261334,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390331,WILLS EYE HOSPITAL,Philadelphia,Acute Care Hospitals,No,Voluntary non-profit - Private,840 WALNUT STREET,PHILADELPHIA,19107,39.948237,-75.155904,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390333,"AHN EMERUS WESTMORELAND, LLC",Westmoreland,Acute Care Hospitals,Yes,Proprietary,6321 ROUTE 30,GREENSBURG,15601,40.310165,-79.600192,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390334,AHN WEXFORD HOSPITAL,Allegheny,Acute Care Hospitals,Yes,Voluntary non-profit - Private,12351 PERRY HIGHWAY,WEXFORD,15090,40.63411,-80.060372,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390336,PENN STATE HEALTH HAMPDEN MEDICAL CENTER,Cumberland,Acute Care Hospitals,Yes,Voluntary non-profit - Private,2200 GOOD HOPE ROAD,ENOLA,17025,40.291826,-76.986582,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390338,LEHIGH VALLEY HOSPITAL - DICKSON CITY,Lackawanna,Acute Care Hospitals,Yes,Voluntary non-profit - Private,330 MAIN STREET,DICKSON CITY,18519,41.453615,-75.632879,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390339,PENN STATE HEALTH LANCASTER MEDICAL CENTER,Lancaster,Acute Care Hospitals,Yes,Voluntary non-profit - Private,2160 STATE ROAD,LANCASTER,17601,40.08137,-76.382023,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
390430,LEHIGH VALLEY HOSPITAL - MACUNGIE,Lehigh,Acute Care Hospitals,Yes,Proprietary,3369 STATE ROUTE 100,MACUNGIE,18062,40.518726,-75.563338,"U.S. Centers for Medicare & Medicaid Services, Hospital General Information",https://data.cms.gov/provider-data/dataset/xubh-q36u,"U.S. Census Bureau, Census Geocoder",https://geocoding.geo.census.gov/geocoder/locations/address,2026-08-22
